 #xRethetarelations
 write data at  4.68750000000000000E-002
           1  3.58245273972849013E-002  0.43073630829081916       0.90632058123584203       0.13844915574449124       0.10367953992967265     
           2  3.58218896687736849E-002  0.43069314387902968       0.90632041794052609       0.13844938944628446       0.10367958503727538     
           3  3.58231786550922554E-002  0.43071192243587281       0.90632014368618541       0.13844932908294424       0.10367958899361621     
           4  3.58238707304224732E-002  0.43072201567924351       0.90631995686015676       0.13844928809934887       0.10367958646617946     
           5  3.58238803728571711E-002  0.43072215635807937       0.90631982949980439       0.13844927489789458       0.10367957957845692     
           6  3.58238832424946710E-002  0.43072219822516228       0.90631973067931970       0.13844926212051537       0.10367957242502099     
           7  3.58238860253946578E-002  0.43072223882673644       0.90631964696624212       0.13844924951707832       0.10367956503943224     
           8  3.58238899775990272E-002  0.43072229648815630       0.90631957310578382       0.13844923706572967       0.10367955745861622     
           9  3.58238945321645019E-002  0.43072236293806232       0.90631950650118942       0.13844922481715319       0.10367954972215877     
          10  3.58238992593541902E-002  0.43072243190680570       0.90631944555871080       0.13844921281297604       0.10367954187606816     
          11  3.58239039127159972E-002  0.43072249979873328       0.90631938921961286       0.13844920108415804       0.10367953396839656     
          12  3.58239083558643742E-002  0.43072256462398473       0.90631933675091902       0.13844918965396913       0.10367952604568299     
          13  3.58239125205190440E-002  0.43072262538631595       0.90631928762703695       0.13844917853975272       0.10367951815092472     
          14  3.58239163800326346E-002  0.43072268169689065       0.90631924145861342       0.13844916775412333       0.10367951032255475     
          15  3.58239199323337545E-002  0.43072273352543394       0.90631919794792115       0.13844915730583021       0.10367950259404979     
          16  3.58239231892773027E-002  0.43072278104485967       0.90631915685997511       0.13844914720039675       0.10367949499392981     
          17  3.58239261697984104E-002  0.43072282453138971       0.90631911800346188       0.13844913744062817       0.10367948754598498     
          18  3.58239288960342864E-002  0.43072286430797163       0.90631908121800964       0.13844912802701095       0.10367948026963221     
          19  3.58239313907103771E-002  0.43072290070614261       0.90631904636562999       0.13844911895806400       0.10367947318032887     
          20  3.58239336759324997E-002  0.43072293404840550       0.90631901332493103       0.13844911023062853       0.10367946629000788     
          21  3.58239357723870860E-002  0.43072296463655940       0.90631898198718286       0.13844910184013184       0.10367945960750409     
